dealno,north,south,par,ns,nh,nd,nc,np,ss,sh,sd,sc,sp,bid1,bid2,bid3,bid4,bid5,bid6,result,imp
216135, n J94.A4.Q632.KQ32 ,s AKT86.JT52.AT84. ,140,3,2,4,4,12,5,4,4,0,12,1♠,Pass,no,no,no,no,140,0
216136, n K8.AKJ3.JT654.A3 ,s J7653.T.A982.J98 ,400,2,4,5,2,16,5,1,4,3,6,3N,Pass,no,no,no,no,400,0
216137, n J54.AK.AJT6.AK52 ,s T987.T95.KQ85.83 ,120,3,2,4,4,20,4,3,4,2,5,1♠,Pass,no,no,no,no,110,0
216138, n A86532.Q83.J9.AJ ,s QJ.JT92.A6543.Q3 ,-110,6,3,2,2,12,2,4,5,2,10,1♠,Pass,no,no,no,no,80,5
216139, n JT7.AK96.KQ9.AJ5 ,s KQ9862.Q42.T.KT7 ,460,3,4,3,3,18,6,3,1,3,10,3N,Pass,no,no,no,no,460,0
216140, n AQT43.AQJ.7.QJ32 ,s KJ9.T764.54.A974 ,420,5,3,1,4,16,3,4,2,4,8,1♠,4♠,Pass,no,no,no,420,0
216141, n K974.A85.AJ6532. ,s AQT.Q63.Q.AKJ643 ,430,4,3,6,0,12,3,3,1,6,18,3N,4♠,Pass,no,no,no,420,0
216142, n K97.QJ7.KQJ.KJ82 ,s AJ42.AK542.T952. ,450,3,3,3,4,16,4,5,4,0,12,3N,4♥,Pass,no,no,no,450,0
216143, n Q.AQJ43.Q987.653 ,s KJT2.76.J43.AK82 ,400,1,5,4,3,11,4,2,3,4,12,3N,Pass,no,no,no,no,400,0
216144, n Q.AKQJ542.8.QJ82 ,s 97.T63.KQ653.A76 ,100,1,7,1,4,15,2,3,5,3,9,1♥,4♥,Pass,no,no,no,420,8
216145, n AJT.6.AK97.AJT64 ,s 8753.AKQT5.84.Q3 ,430,3,1,4,5,17,4,5,2,2,11,3N,Pass,no,no,no,no,430,0
216146, n A7.K864.KQ97.Q93 ,s QJT5.3.T3.AT8754 ,130,2,4,4,3,14,4,1,2,6,7,1♣,Pass,no,no,no,no,130,0
216147, n AK.K7.J9532.T843 ,s J95.98.AT7.AQJ76 ,-140,2,2,5,4,11,3,2,3,5,12,1♣,Pass,no,no,no,no,90,6
216148, n K2.T.A64.KJT9864 ,s AJT43.AQJ98.T93. ,420,2,1,3,7,11,5,5,3,0,12,3N,4♥,Pass,no,no,no,420,0
216149, n K2.K42.AQ93.QT43 ,s QJ9853.QJ63.T.K2 ,430,2,3,4,4,14,6,4,1,2,9,1♠,Pass,no,no,no,no,140,-7
216150, n Q864.QJ.KJT42.KT ,s A2.K9764.973.AJ4 ,110,4,2,5,2,12,2,5,3,3,12,1♥,Pass,no,no,no,no,110,0
216151, n 8432.K6.K864.KQ5 ,s KQ.AJT9543.2.843 ,100,4,2,4,3,11,2,7,1,3,10,1♥,Pass,no,no,no,no,140,1
216152, n K6.T2.AK763.AKQJ ,s J9852.A8.T95.653 ,140,2,2,5,4,20,5,2,3,3,5,1♠,Pass,no,no,no,no,140,0
216153, n 874.KT4.AKQT2.K3 ,s AJ9.J5.J985.QT54 ,400,3,3,5,2,15,3,2,4,4,9,1♦,Pass,no,no,no,no,110,-7
216154, n AJ72.KJ3.A962.73 ,s K986.AQT6.T85.A9 ,450,4,3,4,2,13,4,4,3,2,13,3N,4♠,Pass,no,no,no,450,0
216155, n J.AQ953.J.AKJT42 ,s AT3.KJ87.A542.Q9 ,1520,1,5,1,6,16,3,4,4,2,14,3N,7♣,7N,Pass,no,no,1520,0
216156, n AQJ.J5.A83.QJ974 ,s 9754.AQ9864.QT7. ,450,3,2,3,5,15,4,6,3,0,8,1♥,4♥,Pass,no,no,no,450,0
216157, n A3.AK73.A96.9854 ,s K2.Q98.843.AKQ63 ,460,2,4,3,4,15,2,3,3,5,14,3N,Pass,no,no,no,no,460,0
216158, n Q6.Q7.A862.KJ542 ,s AKJ52.J84.Q54.A3 ,460,2,2,4,5,12,5,3,3,2,15,3N,Pass,no,no,no,no,460,0
216159, n KJ942.AQJT7.5.K3 ,s Q.K8643.KJ984.Q9 ,300,5,5,1,2,14,1,5,5,2,11,1♥,4♥,Pass,no,no,no,420,3
216160, n K64.AQ763.J95.Q8 ,s A.K854.AK64.T762 ,420,3,5,3,2,12,1,4,4,4,14,3N,4♥,Pass,no,no,no,420,0
216161, n AK2.J43.KT532.73 ,s T953.T962.A.AK84 ,120,3,3,5,2,11,4,4,1,4,11,1♥,Pass,no,no,no,no,110,0
216162, n AQJ73.6.K8732.AQ ,s KT64.K82.A.96542 ,980,5,1,5,2,16,4,3,1,5,10,3N,6♠,Pass,no,no,no,980,0
216163, n KQ974.8742.K9.AT ,s A2.A6.75.KJ97652 ,460,5,4,2,2,12,2,2,2,7,12,3N,Pass,no,no,no,no,460,0
216164, n A4.T8.AKT6.Q7542 ,s 973.743.J82.AK63 ,130,2,2,4,5,13,3,3,3,4,8,1♣,Pass,no,no,no,no,130,0
216165, n 98.KJ72.AK6.AJ94 ,s Q42.AQT964.54.Q2 ,460,2,4,3,4,16,3,6,2,2,10,1♥,4♥,Pass,no,no,no,450,0
216166, n KQJ92.AKJ7.J974. ,s A653.Q852.83.JT3 ,450,5,4,4,0,15,4,4,2,3,7,1♠,4♠,Pass,no,no,no,450,0
216167, n AQJ9.87.AQ874.J9 ,s 8.T42.2.AKQ76532 ,400,4,2,5,2,14,1,3,1,8,9,3N,5♣,Pass,no,no,no,400,0
216168, n QT87432.A9.3.AJ5 ,s A5.Q43.QJ86.K743 ,420,7,2,1,3,11,2,3,4,4,12,1♠,4♠,Pass,no,no,no,420,0
216169, n 2.QT.Q5.AKQJT932 ,s KQJ8.AK9754.T7.4 ,420,1,2,2,8,14,4,6,2,1,13,1♥,4♥,Pass,no,no,no,420,0
216170, n 6543.A3.K9642.A7 ,s A.Q742.AT753.J43 ,130,4,2,5,2,11,1,4,5,3,11,1♦,Pass,no,no,no,no,130,0
216171, n A3.A974.AQJ87.72 ,s 984.J6.T963.AKQ6 ,430,2,4,5,2,15,3,2,4,4,10,3N,Pass,no,no,no,no,430,0
216172, n K64.AQ5.QT63.A54 ,s QT8.KJT632..T962 ,420,3,3,4,3,15,3,6,0,4,6,1♥,4♥,Pass,no,no,no,420,0
216173, n 6.A865.AQJT73.K3 ,s T952.K94.94.A862 ,450,1,4,6,2,14,4,3,2,4,7,3N,4♥,Pass,no,no,no,450,0
216174, n AQ82.A93.Q76.AQ4 ,s 95.K54.AJ43.JT98 ,430,4,3,3,3,18,2,3,4,4,9,3N,Pass,no,no,no,no,430,0
216175, n AT73.JT53.J5.AK9 ,s KQJ654.4.AQ8.743 ,450,4,4,2,3,13,6,1,3,3,12,3N,4♠,Pass,no,no,no,450,0
216176, n AQ85.Q984.AT97.Q ,s T93.JT3.Q84.AT52 ,100,4,4,4,1,14,3,3,3,4,7,1♦,Pass,no,no,no,no,90,0
216177, n K62.QJ43.KJ8.K92 ,s AQ974.K8.AT65.63 ,450,3,4,3,3,13,5,2,4,2,13,3N,4♠,Pass,no,no,no,450,0
216178, n Q98.K94.AJT4.AK8 ,s T743.AQ73.7.9653 ,420,3,3,4,3,17,4,4,1,4,6,3N,4♥,Pass,no,no,no,420,0
216179, n AKT4.Q82.973.K87 ,s 8532.AT543.KQT8. ,450,4,3,3,3,12,4,5,4,0,9,1♥,4♥,Pass,no,no,no,450,0
216180, n 862.KT63.A.KJ975 ,s AKQ953.8.97.Q842 ,450,3,4,1,5,11,6,1,2,4,11,1♠,4♠,Pass,no,no,no,450,0
216181, n J4.KQ2.Q65.AKJ74 ,s AT5.AJ97.JT7.Q98 ,450,2,3,3,5,16,3,4,3,3,12,3N,Pass,no,no,no,no,430,-1
216182, n A94.KJ5.974.AK84 ,s KQJT7.Q.KJT86.65 ,460,3,3,3,4,15,5,1,5,2,12,3N,Pass,no,no,no,no,460,0
216183, n K96.JT87.KJ4.A73 ,s AJT.K432.732.J64 ,-110,3,4,3,3,12,3,4,3,3,9,1♥,Pass,no,no,no,no,80,5
216184, n KT532.QT4.KQ3.A7 ,s A4.AKJ652.9.9843 ,980,5,3,3,2,14,2,6,1,4,12,3N,6♥,Pass,no,no,no,980,0
216185, n KQT653.A6.A85.KJ ,s 92.KJ742.JT4.T93 ,140,6,2,3,2,17,2,5,3,3,5,1♠,Pass,no,no,no,no,140,0
216186, n A72.K72.J632.KQ4 ,s T95.AJ8654.8.A63 ,420,3,3,4,3,13,3,6,1,3,9,1♥,4♥,Pass,no,no,no,420,0
216187, n 953.AKJ5.AKT54.K ,s J84.QT632.3.J874 ,140,3,4,5,1,18,3,5,1,4,4,1♥,Pass,no,no,no,no,140,0
216188, n K3.8743.A874.A43 ,s AJ97.K952.Q62.K9 ,420,2,4,4,3,11,4,4,3,2,13,1♥,4♥,Pass,no,no,no,420,0
216189, n AT.K862.QT8.AQ84 ,s J62.A9754.93.K96 ,430,2,4,3,4,15,3,5,2,3,8,3N,Pass,no,no,no,no,430,0
216190, n KJ65.AT.AKT.J843 ,s QT9743.QJ73.9.A5 ,450,4,2,3,4,16,6,4,1,2,9,3N,4♠,Pass,no,no,no,450,0
216191, n AKT5.KQ.K952.T87 ,s 9.A873.QJ6.AJ532 ,400,4,2,4,3,15,1,4,3,5,12,3N,Pass,no,no,no,no,400,0
216192, n K63.9875.AKJ94.3 ,s Q72.AQ.Q5.KQT864 ,400,3,4,5,1,11,3,2,2,6,15,1♣,1♦,Pass,no,no,no,110,-7
216193, n KQ.A984.QJT983.3 ,s J42.KQ753.A4.A76 ,450,2,4,6,1,12,3,5,2,3,14,1♥,4♥,Pass,no,no,no,450,0
216194, n K72.T7.K.KQJ8763 ,s Q.AKQ52.AQT.A542 ,990,3,2,1,7,12,1,5,3,4,21,3N,6N,Pass,no,no,no,990,0
216195, n AT3.AQ42.KQ974.J ,s Q62.87.AT3.A9874 ,430,3,4,5,1,16,3,2,3,5,10,3N,Pass,no,no,no,no,430,0
216196, n K652.AK72.K9.Q92 ,s AJT94.T6.J72.T63 ,140,4,4,2,3,15,5,2,3,3,6,1♠,Pass,no,no,no,no,140,0
216197, n AKJ983.72.K93.K9 ,s Q764.A984.JT2.Q4 ,420,6,2,3,2,14,4,4,3,2,9,1♠,4♠,Pass,no,no,no,420,0
216198, n A9532.J98.QJT6.A ,s Q8.AK6.98.T87543 ,140,5,3,4,1,12,2,3,2,6,9,1♠,Pass,no,no,no,no,140,0
216199, n AJ74.J652.A84.AQ ,s 98.KT83.KT2.T765 ,140,4,4,3,2,16,2,4,3,4,6,1♥,Pass,no,no,no,no,140,0
216200, n AQT874.QJ92.7.QT ,s 652.A.AKJ2.98762 ,430,6,4,1,2,11,3,1,4,5,12,3N,Pass,no,no,no,no,430,0
216201, n AK.AQT74.94.7532 ,s Q42.K653.KQ8.KQ4 ,460,2,5,2,4,13,3,4,3,3,15,3N,Pass,no,no,no,no,460,0
216202, n AQT5.AKJ72.86.53 ,s K6432.54.T952.A2 ,100,4,5,2,2,14,5,2,4,2,7,3N,4♠,Pass,no,no,no,420,8
216203, n A752.A765.97.A54 ,s KT986..KQ632.Q76 ,420,4,4,2,3,12,5,0,5,3,10,1♠,4♠,Pass,no,no,no,420,0
216204, n K5.KQT7.KQ2.J963 ,s AQJ62.82.64.K875 ,100,2,4,3,4,14,5,2,2,4,10,1N,Pass,no,no,no,no,120,1
216205, n AKJ86.KJ9.A3.KT5 ,s Q42.AT.KT86.A742 ,1510,5,3,2,3,19,3,2,4,4,13,1♠,4♠,7♠,Pass,no,no,1510,0
216206, n T9.KQT542.Q6.AQJ ,s 87.AJ83.9843.K96 ,-100,2,6,2,3,14,2,4,4,3,8,1♥,Pass,no,no,no,no,140,6
216207, n AQ3..AKT3.AT8652 ,s KT75.KT9865.J9.7 ,140,3,0,4,6,17,4,6,2,1,7,1♥,Pass,no,no,no,no,140,0
216208, n K852.K9.AJT5.K53 ,s Q94.JT73.Q3.A987 ,120,4,2,4,3,14,3,4,2,4,9,1♠,Pass,no,no,no,no,110,0
216209, n KQJT7.Q42.AQ.Q75 ,s 432.97.KJT852.AJ ,140,5,3,2,3,16,3,2,6,2,9,1♠,Pass,no,no,no,no,140,0
216210, n K72.A8.QT2.AKJ87 ,s AQ6.74.AJ63.QT65 ,430,3,2,3,5,17,3,2,4,4,13,3N,Pass,no,no,no,no,430,0
216211, n JT.AJ.KJ9.AKJT32 ,s K974..QT64.Q9765 ,300,2,2,3,6,18,4,0,4,5,7,2♣,5♣,Pass,no,no,no,400,3
216212, n A985.K9.8.AKQJT8 ,s K7.AQJ7.AT6.6432 ,1520,4,2,1,6,17,2,4,3,4,14,3N,7♣,7N,Pass,no,no,1520,0
216213, n QJT8.A74.93.AJT3 ,s K9765.KJ8.QJ75.2 ,420,4,3,2,4,12,5,3,4,1,10,1♠,4♠,Pass,no,no,no,420,0
216214, n AQ6.8.AK7.A96542 ,s J43.QJ42.T9532.T ,110,3,1,3,6,17,3,4,5,1,4,1♦,Pass,no,no,no,no,110,0
216215, n AKQJ82.J84..AJT8 ,s T965.63.AQ984.54 ,420,6,3,0,4,16,4,2,5,2,6,1♠,4♠,Pass,no,no,no,420,0
216216, n AQT76.QT9.Q6.AT7 ,s 954.K76532.53.KQ ,420,5,3,2,3,14,3,6,2,2,8,1♥,4♥,Pass,no,no,no,420,0
216217, n AQT63.AKT8.982.J ,s K.J432.AJT4.KQ83 ,430,5,4,3,1,14,1,4,4,4,14,3N,Pass,no,no,no,no,430,0
216218, n AQ.AJ9754.982.A9 ,s KJ4.KT862.A.T543 ,1510,2,6,3,2,15,3,5,1,4,11,1♠,4♠,7♥,Pass,no,no,1510,0
216219, n J.AKQ7.QJ87.Q874 ,s K2.T98.T953.AKT9 ,-300,1,4,4,4,15,2,3,4,4,10,1♥,Pass,no,no,no,no,110,9
216220, n K76532.Q6.K64.A3 ,s AJ8.AKT3.97.8742 ,980,6,2,3,2,12,3,4,2,4,12,3N,6♠,Pass,no,no,no,980,0
216221, n Q53.QJT8.AT74.AQ ,s J7.A9765.KJ6.JT8 ,450,3,4,4,2,15,2,5,3,3,10,3N,4♥,Pass,no,no,no,450,0
216222, n A962.AKQ.J873.K9 ,s 5.J92.KQ96.AT632 ,920,4,3,4,2,17,1,3,4,5,10,3N,6♦,Pass,no,no,no,920,0
216223, n AQ.K3.T94.KQ8764 ,s K65.T2.KQJ753.A5 ,100,2,2,3,6,14,3,2,6,2,13,1♦,Pass,no,no,no,no,130,1
216224, n KT964.A.AKT5.Q64 ,s A87532.J754..873 ,450,5,1,4,3,16,6,4,0,3,5,3N,4♠,Pass,no,no,no,450,0
216225, n A853.KQ8.AK965.K ,s KQ9.J732.432.JT9 ,420,4,3,5,1,19,3,4,3,3,7,1♥,4♥,Pass,no,no,no,420,0
216226, n 53.7642.A96.AKQ5 ,s J.KQJ3.KJ3.JT762 ,450,2,4,3,4,13,1,4,3,5,12,1♥,4♥,Pass,no,no,no,450,0
216227, n AT72.AT74.K965.K ,s K964.98.J.AQJ532 ,450,4,4,4,1,14,4,2,1,6,11,3N,4♠,Pass,no,no,no,450,0
216228, n A62.AKQ863.JT5.4 ,s QJT.T974.KQ3.T63 ,420,3,6,3,1,14,3,4,3,3,8,1♥,4♥,Pass,no,no,no,420,0
216229, n AT872.KT6.A97.KT ,s KJ.A753.KT4.A743 ,460,5,3,3,2,14,2,4,3,4,15,3N,Pass,no,no,no,no,460,0
216230, n 7.A953.AKQ932.86 ,s QJT85432.J8.J.A5 ,300,1,4,6,2,13,8,2,1,2,9,1♠,4♠,Pass,no,no,no,420,3
216231, n KQ86.Q842.AQ5.AT ,s T.KT7.KT9843.964 ,100,4,4,3,2,17,1,3,6,3,6,1♦,Pass,no,no,no,no,110,0
216232, n J9532.J7.AT8.AQ6 ,s AKQ8.T642.7.9542 ,-300,5,2,3,3,12,4,4,1,4,9,1♠,Pass,no,no,no,no,140,10
216233, n 543.AQT73.A4.K87 ,s QJ6.962.Q872.AQ6 ,430,3,5,2,3,13,3,3,4,3,11,3N,Pass,no,no,no,no,430,0
216234, n A65.JT953.AQ.QJ4 ,s Q8.AK6.K874.K732 ,990,3,5,2,3,14,2,3,4,4,15,3N,6N,Pass,no,no,no,990,0
216235, n .AKQ64.QJ87654.9 ,s AKT986.T852.K.AJ ,980,0,5,7,1,12,6,4,1,2,15,3N,6♥,Pass,no,no,no,980,0
216236, n AJ52.K7.Q842.KJ2 ,s 7.AQJ98.AJ5.T863 ,430,4,2,4,3,14,1,5,3,4,12,3N,Pass,no,no,no,no,430,0
216237, n AQ964.A93.A6.AK9 ,s 73.KT854.KQ87.J7 ,980,5,3,2,3,21,2,5,4,2,9,3N,6♥,Pass,no,no,no,980,0
216238, n 82.9764.AK.AK842 ,s AK943.A5.JT976.5 ,450,2,4,2,5,14,5,2,5,1,12,3N,4♠,Pass,no,no,no,450,0
216239, n KJT.AJ6.A9.A7654 ,s Q32.94.K85.KQJT2 ,400,3,3,2,5,17,3,2,3,5,11,3N,Pass,no,no,no,no,400,0
216240, n KQ754.K74.K92.64 ,s AJT9.J5.87.KJ875 ,100,5,3,3,2,11,4,2,2,5,10,1♠,Pass,no,no,no,no,140,1
216241, n AJ86.AT987.2.Q42 ,s 9742.KQ63.AJT.93 ,420,4,5,1,3,11,4,4,3,2,10,1♠,4♠,Pass,no,no,no,420,0
216242, n AJ.KQT2.AJT52.94 ,s K9853.97.9.KT853 ,420,2,4,5,2,15,5,2,1,5,6,1♠,4♠,Pass,no,no,no,420,0
216243, n T8.AQ5.K7.KQ9542 ,s KQ9432.K4.65.J76 ,300,2,3,2,6,14,6,2,2,3,9,1♠,4♠,Pass,no,no,no,420,3
216244, n AQJ952.J94.T6.K2 ,s 873.QT.AKJ8.9643 ,-420,6,3,2,2,11,3,2,4,4,10,1♠,Pass,no,no,no,no,80,11
216245, n AKQ8653.973.3.A8 ,s JT7.KT54.T5.KQ62 ,450,7,3,1,2,13,3,4,2,4,9,1♠,4♠,Pass,no,no,no,450,0
216246, n 83.KQ8652.7.AQJ8 ,s AK94.A.J4.KT9542 ,980,2,6,1,4,12,4,1,2,6,15,3N,6♥,Pass,no,no,no,980,0
216247, n 72.AKT75.KJ82.A6 ,s AK96.QJ2.Q763.94 ,450,2,5,4,2,15,4,3,4,2,12,1♥,4♥,Pass,no,no,no,450,0
216248, n KQ.AJ765.AQ964.9 ,s 63.KQT843.3.Q852 ,450,2,5,5,1,16,2,6,1,4,7,3N,4♥,Pass,no,no,no,450,0
216249, n KQJ7.J32.QJ.J976 ,s 9.KQ84.KT9876.A3 ,140,4,3,2,4,11,1,4,6,2,12,1♥,Pass,no,no,no,no,140,0
216250, n A43.A3.KQT4.AQ43 ,s QJ82.J7.53.KJ876 ,420,3,2,4,4,19,4,2,2,5,8,1♠,4♠,Pass,no,no,no,420,0
216251, n A3.AQ52.KT.QJT97 ,s KJ9742.964.7.K65 ,100,2,4,2,5,16,6,3,1,3,7,1♠,Pass,no,no,no,no,140,1
216252, n AKQ32.A975.9.T93 ,s 5.KJT83.K652.A85 ,980,5,4,1,3,13,1,5,4,3,11,3N,6♥,Pass,no,no,no,980,0
216253, n 753.AKQ864.8.AT5 ,s KQ2.53.K932.K872 ,400,3,6,1,3,13,3,2,4,4,11,3N,Pass,no,no,no,no,400,0
216254, n AQ84.AK865.43.QJ ,s 952.QJT9.AK76.86 ,420,4,5,2,2,16,3,4,4,2,10,1♥,4♥,Pass,no,no,no,420,0
216255, n AK54.AK8.T74.AKT ,s T.QJ4.KQJ32.Q732 ,990,4,3,3,3,21,1,3,5,4,11,3N,6N,Pass,no,no,no,990,0
216256, n AKQT2.QT.983.JT5 ,s 83.AJ98742.A65.Q ,450,5,2,3,3,12,2,7,3,1,11,1♥,4♥,Pass,no,no,no,450,0
216257, n AT82.8754.AKT.K3 ,s J4.AJ9.652.A9876 ,400,4,4,3,2,14,2,3,3,5,10,3N,Pass,no,no,no,no,400,0
216258, n KT93.AK.J75.AT96 ,s 862.QT862.832.KJ ,140,4,2,3,4,15,3,5,3,2,6,1♥,Pass,no,no,no,no,140,0
216259, n AKT8.AJ5.J7.QT73 ,s 973.KT72.AQT64.5 ,450,4,3,2,4,15,3,4,5,1,9,3N,4♥,Pass,no,no,no,450,0
216260, n K6.A6.K95.AQT943 ,s J4.KT9743.Q87.J6 ,420,2,2,3,6,16,2,6,3,2,7,3N,4♥,Pass,no,no,no,420,0
216261, n 75.AK76.K87.Q942 ,s AJ64.J4.AT3.AJ86 ,430,2,4,3,4,12,4,2,3,4,15,3N,Pass,no,no,no,no,430,0
216262, n KQJ65.KQ743.Q3.7 ,s AT98.8.AJ87.QT53 ,420,5,5,2,1,13,4,1,4,4,11,1♠,4♠,Pass,no,no,no,420,0
216263, n J732.82.KJ87.AQ4 ,s A6.KJT764.A42.J9 ,420,4,2,4,3,11,2,6,3,2,13,3N,Pass,no,no,no,no,400,-1
216264, n 3.QJT92.KT4.AJT8 ,s AJ7.AK643.Q962.K ,980,1,5,3,4,11,3,5,4,1,17,3N,6♥,Pass,no,no,no,980,0
216265, n KQ872.AK2.632.86 ,s AJ43.765.AQT87.K ,450,5,3,3,2,12,4,3,5,1,14,1♠,4♠,Pass,no,no,no,450,0
216266, n A9.AK2.Q9875.QJ6 ,s J852.T.A42.AKT85 ,460,2,3,5,3,16,4,1,3,5,12,3N,Pass,no,no,no,no,460,0
216267, n AJ863.QT7.A3.A86 ,s 754.K42.Q754.KQ5 ,420,5,3,2,3,15,3,3,4,3,10,3N,4♠,Pass,no,no,no,420,0
216268, n AKT.KJ85.J6.KJ54 ,s Q5.Q63.Q87542.Q7 ,120,3,4,2,4,16,2,3,6,2,8,1♥,Pass,no,no,no,no,110,0
216269, n K.T53.AKQT8.A654 ,s AQJT7.K86.65.K87 ,990,1,3,5,4,16,5,3,2,3,13,1♥,1♠,1N,4N,Pass,no,460,-11
216270, n A97.KJ8.AT76.KJ3 ,s 5.AQ9532.92.AQ52 ,990,3,3,4,3,16,1,6,2,4,12,3N,6N,Pass,no,no,no,990,0
216271, n A.T5.K853.AJT932 ,s Q54.AJ98.J764.Q8 ,-100,1,2,4,6,12,3,4,4,2,10,1N,Pass,no,no,no,no,120,6
216272, n Q7.KJ9.A854.AK64 ,s T93.AQ.J73.87532 ,130,2,3,4,4,17,3,2,3,5,7,1♣,Pass,no,no,no,no,130,0
216273, n AK964.T.A9543.A7 ,s 52.AJ985.T62.JT8 ,140,5,1,5,2,15,2,5,3,3,6,1♠,Pass,no,no,no,no,140,0
216274, n K753.53.KQ94.AJT ,s AQ.7642.AJ52.853 ,130,4,2,4,3,13,2,4,4,3,11,1♦,Pass,no,no,no,no,130,0
216275, n 98.Q43.AKQT3.AT9 ,s AK4.2.986.KJ7543 ,500,2,3,5,3,15,3,1,3,6,11,3♣,6♣,Pass,no,no,no,920,9
216276, n 6.A8.QT852.KQJ72 ,s AKQT85.Q9.J94.63 ,140,1,2,5,5,12,6,2,3,2,12,1♠,Pass,no,no,no,no,140,0
216277, n T82.KQJ92.T7.AK7 ,s A9654.743.AQ2.J2 ,420,3,5,2,3,13,5,3,3,2,11,3N,4♥,Pass,no,no,no,420,0
216278, n J6.KT865.AT4.QJ6 ,s K7.A9732.72.AT75 ,450,2,5,3,3,11,2,5,2,4,11,3N,4♥,Pass,no,no,no,450,0
216279, n K.KT93.A762.K632 ,s JT72.AQ642..AT75 ,450,1,4,4,4,13,4,5,0,4,11,1♥,4♥,Pass,no,no,no,450,0
216280, n Q94.KQJ72.AJ8.K8 ,s KT87.A65.42.T754 ,140,3,5,3,2,16,4,3,2,4,7,1♥,Pass,no,no,no,no,140,0
216281, n Q82.AK8.AT96.KQJ ,s KJ4.J76.Q32.T985 ,400,3,3,4,3,19,3,3,3,4,7,3N,Pass,no,no,no,no,400,0
216282, n 542.AQ.KQ86.QJ52 ,s T73.K32.AT97.864 ,-110,3,2,4,4,14,3,3,4,3,7,1♦,Pass,no,no,no,no,70,5
216283, n KJ75.K8742.AKQ.J ,s A832.Q93.J.T9643 ,450,4,5,3,1,17,4,3,1,5,7,3N,4♥,Pass,no,no,no,450,0
216284, n Q2.AKT865.T862.Q ,s AK7.Q972.J97.A76 ,430,2,6,4,1,11,3,4,3,3,14,3N,Pass,no,no,no,no,430,0
216285, n K953.AKT42..AKJ9 ,s 4.J97.KQ8743.653 ,450,4,5,0,4,18,1,3,6,3,6,1♥,4♥,Pass,no,no,no,450,0
216286, n K954.A.K32.AQ965 ,s QT2.83.QJT976.43 ,-300,4,1,3,5,16,3,2,6,2,5,1♦,Pass,no,no,no,no,130,10
216287, n AK65.K8.KJ4.K654 ,s J932.AQ53.A853.8 ,450,4,2,3,4,17,4,4,4,1,11,3N,4♠,Pass,no,no,no,450,0
216288, n J87.A.AQJT94.KQ5 ,s AK93.963.32.JT43 ,140,3,1,6,3,17,4,3,2,4,8,1♠,Pass,no,no,no,no,140,0
216289, n 6.AKQJ7.Q9862.Q6 ,s K92..KJT75.AT842 ,460,1,5,5,2,14,3,0,5,5,11,3N,Pass,no,no,no,no,430,-1
216290, n AQJT3.J63.5.AJ83 ,s 4.T84.KQJ2.Q7652 ,-100,5,3,1,4,13,1,3,4,5,8,1♣,Pass,no,no,no,no,90,5
216291, n A8.K6.A5.KQJ9874 ,s KQJ972.9854.T9.5 ,-130,2,2,2,7,17,6,4,2,1,6,1♠,Pass,no,no,no,no,110,6
216292, n AKJ8.Q2.QJ876.KJ ,s 42.AKT96.A4.AT73 ,1510,4,2,5,2,17,2,5,2,4,15,3N,4♥,7♥,Pass,no,no,1510,0
216293, n AK8532..K54.QJ83 ,s Q7.AQT85.JT63.AT ,450,6,0,3,4,13,2,5,4,2,13,3N,4♠,Pass,no,no,no,450,0
216294, n T85.AQJ97.Q5.KQ7 ,s K42.T862.AK86.A9 ,460,3,5,2,3,14,3,4,4,2,14,3N,Pass,no,no,no,no,460,0
216295, n 9.JT9.AQT7.AK832 ,s K43.AQ872.K42.Q4 ,450,1,3,4,5,14,3,5,3,2,14,1♥,4♥,Pass,no,no,no,450,0
216296, n A954.AK75.K3.A97 ,s KJ6.T984.Q75.K32 ,420,4,4,2,3,18,3,4,3,3,9,1♥,4♥,Pass,no,no,no,420,0
216297, n AKJT6.JT4.J3.J92 ,s Q32.K975.K954.Q4 ,100,5,3,2,3,11,3,4,4,2,10,1N,Pass,no,no,no,no,90,0
216298, n KQT75.QJT3.K64.5 ,s J62.87.A8.AKQJ72 ,430,5,4,3,1,11,3,2,2,6,15,3N,Pass,no,no,no,no,430,0
216299, n AQ4.J84.Q98.K743 ,s K7.976.AK43.AJT9 ,400,3,3,3,4,12,2,3,4,4,15,3N,Pass,no,no,no,no,400,0
216300, n KJ743.765.AKJT.A ,s 985.KJT983..KJ63 ,460,5,3,4,1,16,3,6,0,4,8,3N,Pass,no,no,no,no,460,0
216301, n AJT7.AT5.A764.A7 ,s 63.K6.K2.QT98654 ,460,4,3,4,2,17,2,2,2,7,8,3N,Pass,no,no,no,no,460,0
216302, n QT84.T53.KQ7.A94 ,s 76.AQJ7.985.KQJ7 ,400,4,3,3,3,11,2,4,3,4,13,3N,Pass,no,no,no,no,400,0
216303, n A93.AK84.86.7654 ,s 84.T9.AKQJ754.Q2 ,130,3,4,2,4,11,2,2,7,2,12,1♦,Pass,no,no,no,no,130,0
216304, n J652.KQ6.KQ3.864 ,s AKQ9.JT43.J65.32 ,140,4,3,3,3,11,4,4,3,2,11,1♠,Pass,no,no,no,no,140,0
216305, n AKJ.62.KQ2.AKQ43 ,s T53.KJT.A95.JT76 ,990,3,2,3,5,22,3,3,3,4,9,3N,6N,Pass,no,no,no,990,0
