north,east,south,west,sn,hn,dn,cn,pn,ln,ctn,ss,hs,ds,cs,ps,ls,cts,tcn,tdn,thn,tsn,tnn,tce,tde,the,tse,tne,tcs,tds,ths,tss,tns,tcw,tdw,thw,tsw,tnw,parNS,parEW
 n AKQT4.A654.A.743 ,e 73.JT92.K974.KQ6 ,s 6.K3.QJT632.A852 ,w J9852.Q87.85.JT9 ,5,4,1,3,17,500,7,1,2,6,4,10,600,3,10,10,9,9,10,3,1,4,3,1,10,10,9,9,10,3,1,4,3,1,430,-430
 n AJT74.8.A2.AKT93 ,e 62.T7653.KJ9874. ,s 3.AQJ42.T6.Q8542 ,w KQ985.K9.Q53.J76 ,5,1,2,5,16,450,7,1,5,2,5,9,600,2,12,5,9,9,8,1,8,3,4,3,12,5,9,8,8,1,8,3,4,3,800,-800
 n Q8752.A8.AK6.KT3 ,e J93.9754.QJ5.742 ,s AT.QJ6.9842.QJ95 ,w K64.KT32.T73.A86 ,5,2,3,3,16,650,6,2,3,4,4,10,800,2,10,10,8,10,9,2,3,5,3,3,10,10,8,10,9,2,3,5,3,3,420,-420
 n J8432.AJ3.6.AK75 ,e Q95.8.KJ87.J9832 ,s A.KT972.Q9532.T6 ,w KT76.Q654.AT4.Q4 ,5,3,1,4,13,700,5,1,5,5,2,9,650,3,6,7,9,7,6,6,6,3,6,5,6,7,9,7,6,6,6,3,6,6,140,-140
 n KQJ972.A.T9.A875 ,e T64.QT2.KJ742.32 ,s 5.J765.A63.KJ964 ,w A83.K9843.Q85.QT ,6,1,2,4,14,500,5,1,4,3,5,9,800,3,11,6,6,11,8,1,6,6,1,1,11,6,6,11,8,1,6,6,1,1,450,-450
 n AK863.83.KQ5.AK9 ,e QT742.97.T82.JT7 ,s J5.A654.A943.Q53 ,w 9.KQJT2.J76.8642 ,5,2,3,3,19,500,7,2,4,4,3,11,850,4,9,10,9,10,11,3,2,4,2,2,9,10,9,10,11,3,2,4,2,2,460,-460
 n AKQJ93.AKQ85..Q4 ,e 8742.73.74.A9862 ,s T.JT4.AJ862.KJ75 ,w 65.962.KQT953.T3 ,6,5,0,2,21,200,6,1,3,5,4,10,800,3,11,8,12,12,12,2,5,1,1,1,10,8,12,12,12,2,5,1,1,1,990,-990
 n AKJT97.AQJ6.K83. ,e Q43.98.JT965.K93 ,s 2.T52.A2.AQJT862 ,w 865.K743.Q74.754 ,6,4,3,0,18,300,6,1,3,2,7,11,550,4,12,10,12,12,11,1,3,1,1,1,12,10,12,11,11,1,3,1,1,2,980,-980
 n A97652.K97.AQ93. ,e J83.AJ53.K87.K82 ,s KT.QT6.JT.QT7643 ,w Q4.842.6542.AJ95 ,6,3,4,0,13,500,5,2,3,2,6,8,800,1,7,8,7,10,7,6,4,4,3,6,7,7,7,10,7,6,4,5,3,6,420,-420
 n QJ8764.QT7.KQ.K2 ,e A32.J98.AJ92.QT6 ,s 5.A54.T83.AJ9875 ,w KT9.K632.7654.43 ,6,3,2,2,13,650,2,1,3,3,6,9,800,4,9,5,7,8,8,3,7,6,5,4,9,5,7,8,8,3,7,6,5,4,120,-120
 n AK643.QJ632.QJ4. ,e J97.7.AK9732.Q65 ,s T8.K9.5.AKT98432 ,w Q52.AT854.T86.J7 ,5,5,3,0,13,500,3,2,2,1,8,10,500,4,10,5,8,8,6,3,7,4,4,6,10,4,8,7,5,3,7,4,4,6,130,-130
 n AKJ753.A2.AQJ.82 ,e 862.JT6.9864.AQT ,s QT.Q98543.K2.KJ4 ,w 94.K7.T753.97653 ,6,2,3,2,19,400,7,2,6,2,3,11,750,2,8,9,11,11,11,4,4,2,1,1,8,9,11,12,12,4,4,2,1,1,990,-990
 n KQJT96.KQJT2.QJ. ,e A852.A3.985.AT62 ,s 4.965.AK2.J97543 ,w 73.874.T7643.KQ8 ,6,5,2,0,15,400,2,1,3,3,6,8,800,3,6,6,11,10,7,6,7,2,2,5,6,6,11,10,8,6,7,2,2,5,450,-450
 n AKQJ6.T873.AJ6.8 ,e T42.AJ9.T842.965 ,s 53.Q52.973.AK742 ,w 987.K64.KQ5.QJT3 ,5,4,3,1,15,600,5,2,3,3,5,9,850,3,7,8,9,9,8,5,5,4,4,4,8,8,9,9,8,5,5,4,4,4,140,-140
 n AJ98642.KQ4.Q43. ,e 75.52.9652.K7543 ,s T.873.KJ8.AQJ862 ,w KQ3.AJT96.AT7.T9 ,7,3,3,0,12,550,3,1,3,3,6,11,650,3,9,7,8,9,8,4,5,5,3,3,9,7,8,9,8,4,5,5,3,4,140,-140
 n JT962.AK6.642.A4 ,e AQ843.8543.J7.85 ,s K.T97.AQT953.Q76 ,w 75.QJ2.K8.KJT932 ,5,3,3,2,12,800,5,1,3,6,3,11,700,3,6,10,6,8,5,7,3,6,5,4,6,10,7,8,7,7,3,6,5,4,130,-130
 n KQJT6.K8.QT9.Q72 ,e A5.QJT32.K4.KJ85 ,s 83.5.AJ865.AT964 ,w 9742.A9764.732.3 ,5,2,3,3,13,700,2,2,1,5,5,9,700,4,10,9,5,9,8,3,2,8,3,3,10,9,5,9,8,3,2,8,3,3,140,-140
 n AQJT7.KT2.AK.954 ,e 3.AQJ86.T653.AJ7 ,s K2.743.QJ72.KQ82 ,w 98654.95.984.T63 ,5,3,2,3,17,550,6,2,3,4,4,11,700,2,9,10,8,10,10,2,2,5,2,2,8,8,7,9,10,2,2,5,2,2,430,-430
 n K9873.AK853.Q2.T ,e T654.7.T873.KJ65 ,s QJ.J642.J6.AQ432 ,w A2.QT9.AK954.987 ,5,5,2,1,12,600,4,2,4,2,5,11,800,2,7,4,9,8,6,6,8,3,5,7,7,4,9,8,6,6,8,3,5,7,140,-140
 n QT7543.7.AQ52.A8 ,e K96.AJ92.T9.Q743 ,s .KQT6543.K8.T965 ,w AJ82.8.J7643.KJ2 ,6,1,4,2,12,550,4,0,7,2,4,8,500,2,6,5,9,6,6,6,7,4,7,7,6,5,9,6,6,6,7,4,7,7,140,-140
 n AK632.84.KQ9.AQ4 ,e T97.AJT7.T86.J82 ,s 5.K32.AJ75432.K7 ,w QJ84.Q965..T9653 ,5,2,3,3,18,500,6,1,3,7,2,11,600,4,7,12,7,9,12,6,0,5,3,1,7,12,7,10,12,6,0,5,3,1,990,-990
 n AK76432.82.T6.KQ ,e J.K3.AKQ9873.T83 ,s Q5.A94.J42.J9762 ,w T98.QJT765.5.A54 ,7,2,2,2,12,600,4,2,3,3,5,8,1000,2,6,2,4,9,5,4,9,8,4,5,6,2,4,9,5,4,9,8,4,5,100,-100
 n AKQ984.J.AK852.K ,e T53.9864.94.JT52 ,s J7.Q5.JT63.AQ873 ,w 62.AKT732.Q7.964 ,6,1,5,1,20,250,7,2,2,4,5,10,800,2,10,12,7,12,7,1,0,5,0,0,10,12,7,12,7,1,0,5,0,0,980,-980
 n KQJ93.976.Q.KJ84 ,e AT8754.842.A6.97 ,s 6.AKJ5.9854.T652 ,w 2.QT3.KJT732.AQ3 ,5,3,1,4,12,700,2,1,4,4,4,8,750,3,8,3,6,6,5,4,9,6,6,8,8,3,7,6,5,5,9,6,6,8,-110,110
 n AJ852.A.Q65.A963 ,e T43.K9765.J.QT42 ,s K9.432.AT973.KJ7 ,w Q76.QJT8.K842.85 ,5,1,3,4,15,650,6,2,3,5,3,11,800,4,11,12,7,12,10,2,1,6,1,1,11,12,7,12,10,2,1,6,1,1,980,-980
 n KQJ96.K32.KJ2.76 ,e 542.JT6.Q964.AK3 ,s 3.Q9754.A83.Q982 ,w AT87.A8.T75.JT54 ,5,3,3,2,13,700,3,1,5,3,4,8,800,2,7,6,8,8,8,6,6,4,4,5,7,7,8,8,7,5,6,4,5,5,120,-120
 n KJT84.AKJT.Q764. ,e Q6.Q743.95.AT962 ,s A2.9852.J83.K853 ,w 9753.6.AKT2.QJ74 ,5,4,4,0,14,450,4,2,4,3,4,8,900,3,5,9,9,9,8,8,4,3,4,4,5,9,9,9,8,8,4,3,4,4,140,-140
 n AJT9754.AQ..AJ53 ,e 32.KJ753.A865.86 ,s KQ.8642.QJ7.QT72 ,w 86.T9.KT9432.K94 ,7,2,0,4,16,400,6,2,4,3,4,10,850,1,13,6,8,12,11,0,7,5,1,1,13,6,7,12,11,0,7,5,1,1,1400,-1400
 n AKJ8754..AJ4.852 ,e T9.A98765.Q2.AT7 ,s Q.QJT42.K976.Q64 ,w 632.K3.T853.KJ93 ,7,0,3,3,13,550,5,1,5,4,3,10,750,1,7,7,6,10,7,6,3,6,3,3,7,7,6,10,7,6,3,6,3,3,420,-420
 n KQ842.A.K753.AJ7 ,e A53.Q653.J.KT982 ,s 6.JT9.AQT982.Q53 ,w JT97.K8742.64.64 ,5,1,4,3,17,500,6,1,3,6,3,9,750,2,7,12,5,8,8,5,1,8,5,4,6,11,5,8,8,5,1,8,5,4,800,-800
 n QJ954.AQ9.T7.AT3 ,e KT73.J42.AJ4.Q52 ,s A2.8.8532.KJ9864 ,w 86.KT7653.KQ96.7 ,5,3,2,3,13,700,4,2,1,4,6,8,700,3,11,7,5,9,9,2,6,7,4,3,11,7,5,9,9,2,6,7,4,3,400,-400
 n A85432..AQ53.Q97 ,e K97.KJ9.JT97.863 ,s JT.AQ8632.K8.JT2 ,w Q6.T754.642.AK54 ,6,0,4,3,12,550,4,2,6,2,3,11,700,3,7,8,8,9,7,4,4,5,4,5,7,8,8,9,7,4,4,5,4,5,140,-140
 n J9543.A2.AKJT73. ,e A87.KQ9.92.QT964 ,s T.J54.Q864.AK752 ,w KQ62.T8763.5.J83 ,5,2,6,0,13,450,5,1,3,4,5,10,750,3,7,11,6,8,9,6,1,6,5,4,6,11,5,7,9,6,1,6,5,4,400,-400
 n AQ965..AQ9743.A8 ,e K8.T864.82.QT965 ,s 74.KJ532.J.KJ432 ,w JT32.AQ97.KT65.7 ,5,0,6,2,16,300,6,2,5,1,5,9,700,2,8,9,7,9,7,4,4,5,3,5,8,9,7,9,8,5,4,5,3,5,140,-140
 n AT643.Q8.KQ8.K92 ,e Q952.T643.94.JT6 ,s 87.K75.A532.A843 ,w KJ.AJ92.JT76.Q75 ,5,2,3,3,14,700,4,2,3,4,4,11,800,5,9,9,6,8,8,4,4,7,5,4,9,9,6,8,8,4,4,7,5,4,120,-120
 n QJ762.KQ.AJ8.AQ8 ,e K4.93.97542.KT76 ,s A5.J74.KQT3.9543 ,w T983.AT8652.6.J2 ,5,2,3,3,19,600,5,2,3,4,4,10,800,3,10,9,7,9,10,3,3,6,3,2,10,9,7,9,10,3,3,6,2,2,430,-430
 n QT963.43.AK.A852 ,e A872.AK92.5.QT94 ,s K5.Q5.T986432.K7 ,w J4.JT876.QJ7.J63 ,5,2,2,4,13,650,5,2,2,7,2,8,700,2,6,9,4,8,7,7,4,8,4,6,6,9,4,8,7,7,4,8,4,6,100,-100
 n KQT642.T2.AKQ8.A ,e A853.965.J2.K953 ,s J.AKJ7.T7643.T64 ,w 97.Q843.95.QJ872 ,6,2,4,1,18,300,6,1,4,5,3,9,750,3,6,12,10,12,8,7,1,3,1,1,6,12,10,12,8,7,1,3,1,1,980,-980
 n JT632.AT.AJ3.KJ4 ,e 84.K764.8652.AT2 ,s Q.953.KQT4.Q8653 ,w AK975.QJ82.97.97 ,5,2,3,3,14,800,5,1,3,4,5,9,750,1,9,8,6,7,7,3,4,7,6,4,9,8,6,7,7,3,4,7,6,4,110,-110
 n AQJT7.85.AK7.QJ3 ,e 6432.J97.82.AK96 ,s K9.AK632.T9653.4 ,w 85.QT4.QJ4.T8752 ,5,2,3,3,17,550,5,2,5,5,1,10,600,4,7,12,11,12,11,6,1,2,1,1,7,12,11,12,11,6,1,2,1,1,980,-980
 n AK764.T32.J7.A74 ,e 9532.AQJ.KQT5.K3 ,s Q.K765.A986.QT85 ,w JT8.984.432.J962 ,5,3,2,3,12,800,5,1,4,4,4,11,750,3,8,8,8,8,8,4,5,4,5,5,8,8,8,8,8,4,5,4,5,5,120,-120
 n KQJ86.95.A3.KJ93 ,e AT3.764.K76.QT64 ,s 9.KQJT832.QT82.8 ,w 7542.A.J954.A752 ,5,2,2,4,14,600,4,1,7,4,1,8,550,1,5,7,9,6,8,7,6,3,4,4,5,6,9,6,8,7,6,3,4,4,140,-140
 n AQT93.A7.K8.Q984 ,e 64.KQJT5.A7.KJ62 ,s J8.9432.QJT3.A53 ,w K752.86.96542.T7 ,5,2,2,4,15,550,5,2,4,4,3,8,900,2,8,8,7,9,8,4,5,5,3,5,8,8,7,9,8,5,5,6,3,5,140,-140
 n AK765.Q4.J85.A98 ,e T98.AK3.Q9.KT752 ,s Q2.T9762.AK3.Q63 ,w J43.J85.T7642.J4 ,5,2,3,3,14,800,5,2,5,3,3,11,850,3,7,8,10,10,10,5,5,3,2,3,7,8,9,10,9,5,5,3,2,3,430,-430
 n AT542.K96.AQ7.K5 ,e KQJ87.AQJ43.64.7 ,s 96.5.KJ952.AQ832 ,w 3.T872.T83.JT964 ,5,3,3,2,16,600,6,2,1,5,5,10,600,3,9,10,4,8,10,4,3,9,5,3,9,10,4,7,8,4,3,9,5,3,300,-300
 n KT872.A32.A.AJ73 ,e QJ6.QT95.KQJ85.T ,s A4.7.T9763.KQ542 ,w 953.KJ864.42.986 ,5,3,1,4,16,600,7,2,1,5,5,9,600,3,13,8,6,11,9,0,4,6,2,2,13,8,6,11,9,0,4,6,2,2,1440,-1440
 n AJ5432.AQ32.98.Q ,e K6.T.KQ7542.KJT6 ,s Q8.K9854.AT63.83 ,w T97.J76.J.A97542 ,6,4,2,1,13,600,4,2,5,4,2,9,800,3,3,4,10,10,7,10,8,2,2,6,3,4,10,10,7,10,8,2,2,6,100,-100
 n AQ8754.3.A97.A64 ,e J3.QT654.KJ52.85 ,s .AK872.864.QJT32 ,w KT962.J9.QT3.K97 ,6,1,3,3,14,600,6,0,5,3,5,10,600,3,10,8,9,9,8,3,5,4,4,4,10,8,9,9,8,3,5,4,4,5,140,-140
 n AQJ732.K75..A763 ,e K98.A3.AQ98532.5 ,s 6.JT64.KJ764.QJ8 ,w T54.Q982.T.KT942 ,6,3,0,4,14,450,5,1,4,5,3,8,800,1,8,6,8,9,9,5,6,5,4,4,8,6,8,9,8,5,6,5,4,5,400,-400
 n AKQT5.A3.9654.97 ,e J872.J9.Q7.KQJ53 ,s 63.K874.A8.AT864 ,w 94.QT652.KJT32.2 ,5,2,4,2,13,600,5,2,4,2,5,11,700,5,10,7,7,9,9,3,6,5,4,4,10,7,7,9,9,3,6,5,4,4,400,-400
 n AQJT8.Q62.AJ.K96 ,e K7.JT98.T9732.T5 ,s 32.AK43.K6.J8742 ,w 9654.75.Q854.AQ3 ,5,3,2,3,17,600,5,2,4,2,5,11,700,4,10,6,10,10,10,3,6,3,3,3,10,6,10,10,10,3,6,3,3,3,430,-430
 n AKT62.653.K7.QJ7 ,e Q87.J984.AQJ8.K4 ,s 53.KQT2.95.A9862 ,w J94.A7.T6432.T53 ,5,3,2,3,13,700,4,2,4,2,5,9,700,3,10,5,9,9,7,2,7,4,4,6,10,5,9,9,7,2,7,4,4,6,140,-140
 n AJT987.764.2.AKQ ,e 632.T83.K873.J96 ,s K4.AJ95.QJ94.753 ,w Q5.KQ2.AT65.T842 ,6,3,1,3,14,550,5,2,4,4,3,11,800,3,8,8,10,10,10,5,5,3,3,3,8,8,10,10,10,5,5,3,3,3,430,-430
 n AKJ84.76.AJ3.T94 ,e T62.JT82.Q9.8762 ,s 73.AQ53.8642.KQ5 ,w Q95.K94.KT75.AJ3 ,5,2,3,3,13,750,5,2,4,4,3,11,700,3,7,8,7,9,9,5,5,6,4,4,7,8,7,9,9,5,5,6,4,4,400,-400
 n AK872.J.KQ53.K95 ,e QT93.K832.A.QJ82 ,s J6.A64.962.A7643 ,w 54.QT975.JT874.T ,5,1,4,3,16,500,5,2,3,3,5,9,900,4,10,8,4,8,7,3,5,8,5,6,10,8,4,8,7,3,5,8,4,6,130,-130
 n QJT862.AT.AKJ8.7 ,e AK73.QJ8.74.T965 ,s 54.73.QT652.AQJ4 ,w 9.K96542.93.K832 ,6,2,4,1,15,450,5,2,2,5,4,9,700,2,6,10,5,10,7,7,2,7,2,5,6,10,5,10,7,7,2,7,2,5,420,-420
 n AK653.Q63.A7.AT5 ,e T72.975.J53.Q643 ,s J9.K4.T864.KJ987 ,w Q84.AJT82.KQ92.2 ,5,3,2,3,17,650,7,2,2,4,5,8,800,2,11,8,6,10,9,2,5,6,2,3,11,8,7,10,9,2,5,6,2,3,420,-420
 n AQT42.T.Q64.KQ93 ,e 9763.Q9654.K9.J4 ,s 5.AJ873.JT5.A865 ,w KJ8.K2.A8732.T72 ,5,1,3,4,13,550,3,1,5,3,4,10,800,4,10,8,7,9,8,2,5,5,4,4,10,8,7,9,8,2,5,5,4,4,140,-140
 n AKQT6.AJ9.A2.972 ,e 875432.2.Q.AT653 ,s J.Q8754.K8764.Q4 ,w 9.KT63.JT953.KJ8 ,5,3,2,3,18,600,7,1,5,5,2,8,750,1,6,8,10,7,8,7,4,2,6,3,6,8,10,7,8,7,4,2,6,3,420,-420
 n KQT7642.A6.A.Q83 ,e A.KJ2.KQT654.K74 ,s 8.QT8.J932.AJT96 ,w J953.97543.87.52 ,7,2,1,3,15,450,5,1,3,4,5,8,800,2,11,7,7,11,10,1,6,6,2,3,11,7,7,10,9,1,6,6,2,3,450,-450
 n AJ98753.J.A98.Q4 ,e Q2.K9752.753.J85 ,s 4.A864.JT42.K963 ,w KT6.QT3.KQ6.AT72 ,7,1,3,2,12,700,4,1,4,4,4,8,800,3,7,8,6,9,5,6,4,7,4,6,7,8,6,9,5,6,4,7,4,6,140,-140
 n A987643.A92.A6.A ,e T5.KT.KJT872.743 ,s J.QJ863.543.KJT8 ,w KQ2.754.Q9.Q9652 ,7,3,2,1,16,500,8,1,5,3,4,8,750,1,7,7,11,9,7,6,6,1,3,4,7,7,11,9,7,6,6,1,3,4,450,-450
 n AKQJ97.J85.Q4.94 ,e T32.9742.T973.T6 ,s 54.AT.J86.KQJ853 ,w 86.KQ63.AK52.A72 ,6,3,2,2,13,700,3,2,2,3,6,11,700,3,9,5,6,9,7,3,7,7,3,3,9,6,6,9,9,3,7,7,3,3,400,-400
 n KQT832.KJ3.A3.A4 ,e J96.964.852.K952 ,s A.872.Q64.QJT763 ,w 754.AQT5.KJT97.8 ,6,3,2,2,17,500,6,1,3,3,6,9,750,2,11,7,8,10,10,2,5,4,3,3,11,7,8,10,10,2,6,4,3,3,430,-430
 n AK765.KT84.83.KT ,e QJT983.6.KQ72.65 ,s 4.AQ2.AT964.9832 ,w 2.J9753.J5.AQJ74 ,5,4,2,2,13,600,5,1,3,5,4,10,700,4,6,8,8,7,8,6,5,4,6,5,6,8,8,7,8,6,5,4,6,5,120,-120
 n QJ9754.5.AQT.QJ9 ,e K83.T97.73.AT872 ,s T.AJ843.J64.K643 ,w A62.KQ62.K9852.5 ,6,1,3,3,12,600,2,1,5,3,4,9,800,3,8,6,7,8,7,5,7,6,4,5,8,6,7,8,8,5,7,6,4,5,120,-120
 n AK932.AK.A5.J964 ,e QT86.72.QJ94.KQ8 ,s .QJT.KT762.AT732 ,w J754.986543.83.5 ,5,2,2,4,19,500,8,0,3,5,5,10,600,3,12,11,9,9,11,1,2,3,3,2,12,11,9,9,11,1,2,3,3,2,920,-920
 n QJT972.AKQ6.T7.J ,e A4.J9854.32.KQ42 ,s .T73.AJ94.AT9753 ,w K8653.2.KQ865.86 ,6,4,2,1,13,500,3,0,3,4,6,9,700,4,9,8,9,8,8,4,5,4,4,4,9,8,9,9,9,3,5,4,4,4,400,-400
 n AJ632.932.AQ8.J6 ,e KT54.AJ85.T5.974 ,s Q7.QT76.J973.A85 ,w 98.K4.K642.KQT32 ,5,3,3,2,12,800,4,2,4,4,3,9,950,2,5,7,7,8,6,8,6,5,5,6,5,7,7,8,6,8,6,5,5,6,100,-100
 n AKJ65.84.AKJT7.5 ,e T987.2.86543.A84 ,s Q3.QJT63..KQ7632 ,w 42.AK975.Q92.JT9 ,5,2,5,1,16,400,6,2,5,0,6,10,500,1,9,8,8,9,9,4,5,4,4,3,9,8,9,9,9,4,5,4,3,3,400,-400
 n KQ863.62.K7.AKQJ ,e AJ542.T.86432.74 ,s .AQJ8753.J9.T952 ,w T97.K94.AQT5.863 ,5,2,2,4,18,400,5,0,7,2,4,8,550,2,11,5,11,7,7,2,6,2,6,5,11,5,11,7,7,2,6,2,6,5,450,-450
 n AT962.AKJ76.96.3 ,e KQ54.843.Q5.J742 ,s 3.T9.K8732.KQT96 ,w J87.Q52.AJT4.A85 ,5,5,2,1,12,550,5,1,2,5,5,8,600,2,8,8,8,6,6,5,4,4,6,6,8,9,8,6,6,5,4,4,6,7,110,-110
 n K9643.A2.AT.QJ93 ,e T8752..K974.8742 ,s QJ.QT643.QJ863.K ,w A.KJ9875.52.AT65 ,5,2,2,4,14,600,5,2,5,5,1,11,700,1,5,7,6,8,9,8,6,6,5,4,5,6,6,7,9,8,6,6,5,4,300,-300
 n KQJT9865.K.K7.T4 ,e A72.953.T8643.J6 ,s 3.A76.QJ9.Q97532 ,w 4.QJT842.A52.AK8 ,8,1,2,2,12,450,3,1,3,3,6,9,750,2,8,4,4,9,5,5,8,9,4,4,8,4,4,9,5,5,8,9,4,4,100,-100
 n K9873.AK6.K2.AK5 ,e J654.Q5.983.QJT6 ,s AT.9742.AQT6.742 ,w Q2.JT83.J754.983 ,5,3,2,3,20,500,8,2,4,4,3,10,800,4,10,11,11,11,11,3,2,2,1,1,10,11,11,11,12,3,2,2,1,1,990,-990
 n KJT8732.AJ7.5.A6 ,e A954.K42.98.K732 ,s .Q983.KQJ762.QJ4 ,w Q6.T65.AT43.T985 ,7,3,1,2,13,550,5,0,4,6,3,11,550,1,6,9,9,8,7,7,4,4,5,5,6,9,9,8,7,7,4,4,5,5,140,-140
 n KQJ42.QT5.63.AT9 ,e A853.J86.J84.J85 ,s T9.A9732.KQT92.6 ,w 76.K4.A75.KQ7432 ,5,3,2,3,12,750,3,2,5,5,1,9,600,3,5,10,10,8,6,8,3,3,4,6,5,10,10,9,6,8,3,3,3,6,420,-420
 n AQT62.AJ.943.Q92 ,e 9543.865.Q85.653 ,s KJ.97432.T72.A74 ,w 87.KQT.AKJ6.KJT8 ,5,2,3,3,13,750,4,2,5,3,3,8,900,3,6,6,7,8,7,6,7,5,5,5,6,6,7,8,7,6,7,5,5,5,110,-110
 n AKT9642.KQ.92.42 ,e 75.J87432.Q7.T73 ,s Q3.96.JT5.AQJ985 ,w J8.AT5.AK8643.K6 ,7,2,2,2,12,600,4,2,2,3,6,10,750,2,8,4,3,9,6,5,9,9,4,4,8,4,3,9,6,5,9,9,4,4,100,-100
 n AKQ874..KJ87.932 ,e 95.JT65.542.AQT5 ,s T.K98732.AQ93.64 ,w J632.AQ4.T6.KJ87 ,6,0,4,3,13,500,4,1,6,4,2,9,600,3,5,11,8,10,6,6,1,5,3,3,5,11,8,10,6,6,2,5,3,3,420,-420
 n AKQ83.7.A3.KT842 ,e J652.A62.KT5.A75 ,s 4.K9853.QJ982.Q9 ,w T97.QJT4.764.J63 ,5,1,2,5,16,400,6,1,5,5,2,8,700,1,10,10,8,10,9,3,3,5,3,4,10,10,8,9,9,3,3,5,3,4,420,-420
 n A8432.AQ.K854.32 ,e JT5.T86532.A.Q94 ,s Q6.J974.J9732.A7 ,w K97.K.QT6.KJT865 ,5,2,4,2,13,650,5,2,4,5,2,8,900,2,4,9,6,7,6,9,4,7,5,7,4,9,6,7,6,9,4,7,5,7,100,-100
 n KQT84.32.AQ6.J52 ,e 63.A.K952.KT9763 ,s 75.KQJT94.743.A4 ,w AJ92.8765.JT8.Q8 ,5,2,3,3,12,700,3,2,6,3,2,10,700,3,3,4,9,6,6,10,8,3,4,4,3,3,8,6,6,10,8,3,5,4,-100,100
 n K9542.K82.AT.KT3 ,e Q8.AJT43.KQ.J952 ,s 3.Q976.6542.AQ86 ,w AJT76.5.J9873.74 ,5,3,2,3,13,700,5,1,4,4,4,8,750,2,8,6,8,6,7,5,7,4,6,5,8,6,8,6,7,5,7,4,6,5,110,-110
 n AK9876.JT.AKQ5.9 ,e J.K95432.JT.QT64 ,s 52.AQ86.84.AJ732 ,w QT43.7.97632.K85 ,6,2,4,1,17,400,6,2,4,2,5,11,700,4,9,9,9,11,10,3,4,3,1,1,9,9,9,11,11,3,4,3,1,1,460,-460
 n AK9853.AJ.K9.A75 ,e QT62.K5.J8.T6432 ,s .Q98742.AQ543.J8 ,w J74.T63.T762.KQ9 ,6,2,2,3,19,500,8,0,6,5,2,9,550,2,7,11,12,9,8,5,2,1,4,2,7,11,12,9,8,5,2,1,4,2,980,-980
 n AKQT5.52.7.AKQ76 ,e 63.AQJ43.T862.92 ,s J2.986.AKQJ43.53 ,w 9874.KT7.95.JT84 ,5,2,1,5,18,300,6,2,3,6,2,11,700,3,10,11,7,11,8,1,0,5,0,0,10,11,7,11,8,1,0,5,0,0,450,-450
 n AQ7652.Q.AK82.K4 ,e 94.AJT8542.Q96.2 ,s KJ.K96.JT3.JT987 ,w T83.73.754.AQ653 ,6,1,4,2,18,400,6,2,3,3,5,9,900,2,9,10,6,10,10,3,3,6,3,3,9,10,6,10,10,3,3,7,3,3,430,-430
 n QT962.AK9.AK.952 ,e K87.T6.QJ63.AQJ8 ,s A4.Q82.T754.KT74 ,w J53.J7543.982.63 ,5,3,2,3,16,650,6,2,3,4,4,9,850,3,10,8,8,10,9,3,5,4,3,3,10,8,8,10,9,3,5,4,3,3,420,-420
 n AK962.QT.AQ.KQ42 ,e Q87543.K42.J.JT7 ,s T.AJ53.KT873.985 ,w J.9876.96542.A63 ,5,2,2,4,20,450,6,1,4,5,3,8,800,3,11,11,10,9,11,2,2,3,4,2,11,11,10,9,11,2,2,3,4,2,460,-460
 n AQT86.KQT96.A86. ,e 754.432.K97.AT53 ,s J3.AJ75.J3.Q8742 ,w K92.8.QT542.KJ96 ,5,5,3,0,15,400,5,2,4,2,5,9,850,2,8,6,13,11,9,5,6,0,2,2,8,6,13,11,9,5,7,0,2,2,1510,-1510
 n AQ964.Q.A7.J9542 ,e T8.T875.JT95.Q76 ,s 52.9643.KQ642.A3 ,w KJ73.AKJ2.83.KT8 ,5,1,2,5,13,600,4,2,4,5,2,9,700,3,8,8,6,8,7,4,5,7,4,6,8,8,6,8,7,4,5,7,4,6,110,-110
 n A9654.AT87643..A ,e Q832.KQ2.Q9874.5 ,s .J95.KJT62.K9864 ,w KJT7..A53.QJT732 ,5,7,0,1,12,400,6,0,3,5,5,8,650,2,6,6,11,6,7,7,7,1,7,6,6,6,11,6,7,6,6,2,7,6,450,-450
 n Q87653.Q8.A7.A63 ,e AJT9.9.J8542.K92 ,s K2.K6543.KT.QT74 ,w 4.AJT72.Q963.J85 ,6,2,2,3,12,750,4,2,5,2,4,11,650,3,7,4,7,8,7,6,9,6,5,6,7,4,7,8,7,6,9,6,5,6,-100,100
 n AK732.965.K.AJT2 ,e 95.J4.AJ872.8765 ,s J8.QT832.QT53.KQ ,w QT64.AK7.964.943 ,5,3,1,4,15,600,6,2,5,4,2,10,800,1,8,7,10,8,9,4,6,3,4,4,8,7,10,8,9,4,6,3,4,3,420,-420
 n AKT987.Q.K974.J2 ,e 652.AJT5.AT8.Q93 ,s Q.864.J653.AK864 ,w J43.K9732.Q2.T75 ,6,1,4,2,13,600,4,1,3,4,5,10,800,3,9,10,5,10,5,4,3,6,3,7,8,10,5,10,5,4,3,6,3,7,420,-420
 n AJT952..AK9632.Q ,e K86.Q7.T85.98543 ,s 4.AJT9543.J74.KT ,w Q73.K862.Q.AJ762 ,6,0,6,1,14,350,5,1,7,3,2,9,650,3,4,11,9,10,9,7,1,3,2,4,4,11,9,10,9,7,1,3,3,4,420,-420
